,pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2
909,Kepler-118,c,2014,299.213164,41.424824,,2454974.2084,0.00041,-0.00041,1,0.1295,2,0,1,Kepler,,,,,,,,1.09,0.49,-0.49,5274.0,200.0,-200.0,14.710999999999999,13.25,12.769,0.141,,,0.685,0.306,-0.306,0.144,,,,20.17202,1.3e-05,-1.3e-05,,,
910,Kepler-119,b,2014,295.946421,42.658924,,2454965.93928,0.00018999999999999998,-0.00018999999999999998,1,0.1072,2,0,1,Kepler,,,,,,,,0.84,0.32,-0.32,5595.0,200.0,-200.0,14.235999999999999,12.997,12.636,0.035,,,0.321,0.122,-0.122,0.0398,,,,2.422082,1e-06,-1e-06,,,
911,Kepler-119,c,2014,295.946421,42.658924,,2454966.64137,0.004520000000000001,-0.004520000000000001,1,0.1183,2,0,1,Kepler,,,,,,,,0.84,0.32,-0.32,5595.0,200.0,-200.0,14.235999999999999,12.997,12.636,0.049,,,0.08199999999999999,0.031,-0.031,0.00227,,,,4.125103,2.8e-05,-2.8e-05,,,
912,Kepler-120,b,2014,287.89163199999996,39.339124,,2454965.65419,0.00084,-0.00084,1,0.1212,2,0,1,Kepler,,,,,,,,0.53,0.03,-0.03,4096.0,150.0,-150.0,14.735,13.019,12.418,0.055,,,0.192,0.015,-0.015,0.027,0.031,-0.024,576.0,6.312501,8e-06,-8e-06,,,
913,Kepler-120,c,2014,287.89163199999996,39.339124,,2454963.76464,0.00209,-0.00209,1,0.1437,2,0,1,Kepler,,,,,,,,0.53,0.03,-0.03,4096.0,150.0,-150.0,14.735,13.019,12.418,0.088,,,0.136,0.008,-0.008,0.0093,,,455.0,12.794585,4.4e-05,-4.4e-05,,,
914,Kepler-121,b,2014,286.162064,39.677995,,2454967.47787,0.00047000000000000004,-0.00047000000000000004,1,0.0615,2,0,1,Kepler,,,,,,,,0.7,0.38,-0.38,5311.0,200.0,-200.0,14.708,13.32,12.886,0.039,,,0.209,0.113,-0.113,0.0191,,,,3.177422,3e-06,-3e-06,,,
915,Kepler-121,c,2014,286.162064,39.677995,,2454980.0347599997,0.00265,-0.00265,1,0.1657,2,0,1,Kepler,,,,,,,,0.7,0.38,-0.38,5311.0,200.0,-200.0,14.708,13.32,12.886,0.216,,,0.203,0.11199999999999999,-0.11199999999999999,0.0182,,,,41.008011,0.000191,-0.000191,,,
916,Kepler-122,b,2014,291.11188300000003,39.949104,,2454967.01488,0.00173,-0.00173,1,0.1602,5,0,1,Kepler,,,,,,,,1.22,0.24,-0.24,6050.0,137.0,-137.0,14.247,13.173,12.887,0.064,,,0.209,0.040999999999999995,-0.040999999999999995,0.0191,,,,5.766193,1.6e-05,-1.6e-05,,,
952,Kepler-69,c,2013,293.260938,44.868896,0.035,2454983.87,0.016,-0.014,1,,2,0,1,Kepler,89.85,0.03,-0.08,,0.81,0.09,-0.08,0.93,0.18,-0.12,5638.0,168.0,-168.0,14.0,12.630999999999998,12.284,0.64,0.15,-0.11,0.153,0.03,-0.021,0.0112,,,299.0,242.4613,0.0059,-0.0064,0.14,0.18,-0.1
955,KOI-217,b,2010,294.865505,46.285854,1.756,2454966.414,0.0002,-0.0002,1,,1,0,1,Kepler,89.8,0.2,-0.4,,0.95,0.05,,0.86,0.02,,5545.0,,,15.127,13.927,13.55,0.0477,0.0007,-0.0007,1.11,0.02,-0.02,,,,,3.90512,5e-05,-5e-05,0.0,,
956,Kepler-74,b,2013,293.092525,41.355523,,2455187.5673700003,0.00014,-0.00014,1,0.1284,1,0,1,Kepler,87.46,0.07,-0.07,,1.18,0.04,-0.04,1.12,0.04,-0.04,6000.0,100.0,-100.0,14.23,13.306,13.008,0.0781,0.0007,-0.0007,0.96,0.02,-0.02,0.63,0.12,-0.12,1078.0,7.340711,6e-06,-6e-06,0.0,,
957,Kepler-80,e,2014,296.112564,39.978778999999996,,2455696.915,0.002,-0.002,1,,6,0,1,Kepler,88.79,0.84,-1.07,,0.73,0.03,-0.03,0.68,0.02,-0.02,4540.0,100.0,-100.0,14.804,12.954,12.354000000000001,0.0491,0.0007,-0.0007,0.14300000000000002,0.006999999999999999,-0.006,0.01299,0.00255,-0.00299,628.0,4.64489,0.0002,-0.00019,,,
958,Kepler-81,b,2012,293.63695,42.82497,,,,,1,,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4500.0,116.0,-116.0,15.019,13.168,12.577,0.0522,0.00221,-0.00221,0.21600000000000003,0.034,-0.034,0.054,0.02,-0.017,541.0,5.955,,,,,
959,Kepler-81,c,2012,293.63695,42.82497,,,,,1,,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4500.0,116.0,-116.0,15.019,13.168,12.577,0.08347,0.0035299999999999997,-0.0035299999999999997,0.21100000000000002,0.033,-0.033,0.014,0.008,-0.006,428.0,12.04,,,,,
960,Kepler-81,d,2014,293.63695,42.82497,,2454965.07963,0.00533,-0.00533,1,0.1071,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4500.0,116.0,-116.0,15.019,13.168,12.577,0.128,,,0.10800000000000001,0.024,-0.024,0.00606,,,,20.837846,0.000181,-0.000181,,,
961,Kepler-82,b,2012,292.87339,42.966136999999996,,,,,1,,4,0,1,Kepler,,,,,,,,0.94,0.14,-0.14,5428.0,100.0,-100.0,15.158,13.879000000000001,13.527000000000001,,,,0.35700000000000004,0.162,-0.162,0.16,0.029,-0.024,,26.444,,,,,
962,Kepler-82,c,2012,292.87339,42.966136999999996,,,,,1,,4,0,1,Kepler,,,,,,,,0.94,0.14,-0.14,5428.0,100.0,-100.0,15.158,13.879000000000001,13.527000000000001,,,,0.47700000000000004,0.218,-0.218,0.058,0.019,-0.015,,51.538,,,,,
963,Kepler-82,d,2014,292.87339,42.966136999999996,,2454968.08186,0.00132,-0.00132,1,0.0844,4,0,1,Kepler,,,,,,,,0.94,0.14,-0.14,5428.0,100.0,-100.0,15.158,13.879000000000001,13.527000000000001,0.034,,,0.158,0.024,-0.024,0.0119,,,,2.382961,5e-06,-5e-06,,,
964,Kepler-82,e,2014,292.87339,42.966136999999996,,2454969.78443,0.00115,-0.00115,1,0.1178,4,0,1,Kepler,,,,,,,,0.94,0.14,-0.14,5428.0,100.0,-100.0,15.158,13.879000000000001,13.527000000000001,0.063,,,0.22,0.033,-0.033,0.021,,,,5.902206,1.2e-05,-1.2e-05,,,
965,Kepler-83,b,2012,282.232525,43.665627,,,,,1,,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4648.0,116.0,-116.0,15.777000000000001,13.737,13.079,0.07295,0.0028399999999999996,-0.0028399999999999996,0.252,0.037000000000000005,-0.037000000000000005,0.132,0.078,-0.066,460.0,9.77,,,,,
966,Kepler-83,c,2012,282.232525,43.665627,,,,,1,,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4648.0,116.0,-116.0,15.777000000000001,13.737,13.079,0.11796,0.0045899999999999995,-0.0045899999999999995,0.21100000000000002,0.031,-0.031,0.036,0.017,-0.014,362.0,20.09,,,,,
967,Kepler-83,d,2014,282.232525,43.665627,,2455005.631,0.0017,-0.0017,1,0.0901,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4648.0,116.0,-116.0,15.777000000000001,13.737,13.079,0.051,,,0.17300000000000001,0.012,-0.012,0.077,0.062,-0.051,569.0,5.169796,1.6e-05,-1.6e-05,,,
968,Kepler-84,b,2012,298.252049,40.496077,,,,,1,,5,0,1,Kepler,,,,,,,,1.17,0.22,-0.22,6031.0,143.0,-143.0,14.764000000000001,13.583,13.234000000000002,,,,0.19899999999999998,0.009000000000000001,-0.009000000000000001,0.126,0.043,-0.032,,8.726,,,,,
969,Kepler-122,c,2014,291.11188300000003,39.949104,,2454967.00291,0.00047000000000000004,-0.00047000000000000004,1,0.211,5,0,1,Kepler,,,,,,,,1.22,0.24,-0.24,6050.0,137.0,-137.0,14.247,13.173,12.887,0.108,,,0.524,0.10300000000000001,-0.10300000000000001,0.0912,,,,12.465988,9e-06,-9e-06,,,
970,Kepler-122,d,2014,291.11188300000003,39.949104,,2454975.97287,0.00379,-0.00379,1,0.1951,5,0,1,Kepler,,,,,,,,1.22,0.24,-0.24,6050.0,137.0,-137.0,14.247,13.173,12.887,0.155,,,0.196,0.039,-0.039,0.0172,,,,21.587475,0.000164,-0.000164,,,
971,Kepler-122,e,2014,291.11188300000003,39.949104,,2454996.01553,0.00579,-0.00579,1,0.2981,5,0,1,Kepler,,,,,,,,1.22,0.24,-0.24,6050.0,137.0,-137.0,14.247,13.173,12.887,0.227,,,0.23199999999999998,0.048,-0.048,0.087,0.036,-0.031,,37.993273,0.00039,-0.00039,,,
972,Kepler-122,f,2014,291.11188300000003,39.949104,,,,,1,,5,0,1,Kepler,,,,,,,,1.22,0.24,-0.24,6050.0,137.0,-137.0,14.247,13.173,12.887,,,,0.156,0.054000000000000006,-0.013999999999999999,0.113,0.061,-0.051,,56.268,,,,,
973,Kepler-123,b,2014,296.998621,42.781956,,2454968.09113,0.00193,-0.00193,1,0.1902,2,0,1,Kepler,,,,,,,,1.26,0.24,-0.24,6089.0,121.0,-121.0,14.061,12.982000000000001,12.725,0.135,,,0.262,0.051,-0.051,0.174,0.098,-0.087,,17.232366,5.6e-05,-5.6e-05,,,
974,Kepler-123,c,2014,296.998621,42.781956,,2454976.99812,0.0107,-0.0107,1,0.1887,2,0,1,Kepler,,,,,,,,1.26,0.24,-0.24,6089.0,121.0,-121.0,14.061,12.982000000000001,12.725,0.181,,,0.132,0.027000000000000003,-0.027000000000000003,0.008790000000000001,,,,26.695074,0.000468,-0.000468,,,
975,Kepler-124,b,2014,286.75279700000004,49.064910999999995,,2454964.57549,0.0036200000000000004,-0.0036200000000000004,1,0.0995,3,0,1,Kepler,,,,,,,,0.64,0.03,-0.03,4984.0,100.0,-100.0,14.139000000000001,12.78,12.314,0.039,,,0.065,0.004,-0.004,0.00099,,,,3.410493,2.1e-05,-2.1e-05,,,
976,Kepler-124,c,2014,286.75279700000004,49.064910999999995,,2454964.79391,0.0014,-0.0014,1,0.148,3,0,1,Kepler,,,,,,,,0.64,0.03,-0.03,4984.0,100.0,-100.0,14.139000000000001,12.78,12.314,0.1,,,0.156,0.008,-0.008,0.0117,,,,13.821375,3.7e-05,-3.7e-05,,,
977,Kepler-124,d,2014,286.75279700000004,49.064910999999995,,2454986.83698,0.0061,-0.0061,1,0.1748,3,0,1,Kepler,,,,,,,,0.64,0.03,-0.03,4984.0,100.0,-100.0,14.139000000000001,12.78,12.314,0.17,,,0.099,0.006,-0.006,0.0044399999999999995,,,,30.950851,0.000361,-0.000361,,,
978,Kepler-125,b,2014,298.258123,47.604946000000005,,2455004.08676,0.00037,-0.00037,1,0.0749,2,0,1,Kepler,,,,,,,,0.51,0.02,-0.02,3810.0,150.0,-150.0,14.752,12.484000000000002,11.869000000000002,0.041,,,0.21100000000000002,0.009000000000000001,-0.009000000000000001,0.0195,,,594.0,4.164389,3e-06,-3e-06,,,
979,Kepler-125,c,2014,298.258123,47.604946000000005,,2454965.96118,0.00468,-0.00468,1,0.0782,2,0,1,Kepler,,,,,,,,0.51,0.02,-0.02,3810.0,150.0,-150.0,14.752,12.484000000000002,11.869000000000002,0.051,,,0.066,0.004,-0.004,0.0010400000000000001,,,,5.774464,4.7e-05,-4.7e-05,,,
980,Kepler-126,b,2014,289.34729100000004,44.208553,,2455005.78966,0.00165,-0.00165,1,0.2006,3,0,1,Kepler,,,,,,,,1.36,0.02,-0.02,6239.0,94.0,-94.0,10.5,9.616,9.407,0.099,,,0.136,0.009000000000000001,-0.009000000000000001,0.0092,,,,10.495711,2.8e-05,-2.8e-05,0.07,0.1,-0.07
981,Kepler-126,c,2014,289.34729100000004,44.208553,,2454973.29159,0.00223,-0.00223,1,0.2283,3,0,1,Kepler,,,,,,,,1.36,0.02,-0.02,6239.0,94.0,-94.0,10.5,9.616,9.407,0.162,,,0.141,0.012,-0.012,0.00982,,,,21.869741,8.2e-05,-8.2e-05,0.19,0.18,-0.19
982,Kepler-126,d,2014,289.34729100000004,44.208553,,2455078.04434,0.00131,-0.00131,1,0.4517,3,0,1,Kepler,,,,,,,,1.36,0.02,-0.02,6239.0,94.0,-94.0,10.5,9.616,9.407,0.448,,,0.223,0.004,-0.004,0.0214,,,,100.283134,0.000255,-0.000255,0.02,0.09,-0.02
983,Kepler-127,b,2014,285.18998500000004,46.027962,,2454974.5114,0.00246,-0.00246,1,0.1431,3,0,1,Kepler,,,,,,,,1.36,0.04,-0.04,6106.0,106.0,-106.0,11.485,10.536,10.3,0.125,,,0.125,0.004,-0.004,0.008,,,,14.435889,6.3e-05,-6.3e-05,0.47,0.06,-0.39
984,Kepler-127,c,2014,285.18998500000004,46.027962,,2455042.06708,0.00121,-0.00121,1,0.296,3,0,1,Kepler,,,,,,,,1.36,0.04,-0.04,6106.0,106.0,-106.0,11.485,10.536,10.3,0.2,,,0.237,0.012,-0.012,0.0238,,,,29.393195,7.3e-05,-7.3e-05,0.03,0.14,-0.03
985,Kepler-127,d,2014,285.18998500000004,46.027962,,2455005.54709,0.00143,-0.00143,1,0.2924,3,0,1,Kepler,,,,,,,,1.36,0.04,-0.04,6106.0,106.0,-106.0,11.485,10.536,10.3,0.28,,,0.23600000000000002,0.012,-0.012,0.0235,,,,48.630408,0.000128,-0.000128,0.03,0.28,-0.03
1021,Kepler-84,c,2012,298.252049,40.496077,,,,,1,,5,0,1,Kepler,,,,,,,,1.17,0.22,-0.22,6031.0,143.0,-143.0,14.764000000000001,13.583,13.234000000000002,,,,0.21100000000000002,0.01,-0.01,0.064,0.042,-0.032,,12.883,,,,,
1022,Kepler-84,d,2014,298.252049,40.496077,,2454968.43327,0.00594,-0.00594,1,0.1322,5,0,1,Kepler,,,,,,,,1.17,0.22,-0.22,6031.0,143.0,-143.0,14.764000000000001,13.583,13.234000000000002,0.052,,,0.12300000000000001,0.024,-0.024,0.0078,,,,4.224537,4.2e-05,-4.2e-05,,,
1023,Kepler-84,e,2014,298.252049,40.496077,,2454978.1254,0.004079999999999999,-0.004079999999999999,1,0.2134,5,0,1,Kepler,,,,,,,,1.17,0.22,-0.22,6031.0,143.0,-143.0,14.764000000000001,13.583,13.234000000000002,0.181,,,0.23199999999999998,0.044000000000000004,-0.044000000000000004,0.0229,,,,27.434389,0.000224,-0.000224,,,
1024,Kepler-84,f,2014,298.252049,40.496077,,2454993.29097,0.011859999999999999,-0.011859999999999999,1,0.2442,5,0,1,Kepler,,,,,,,,1.17,0.22,-0.22,6031.0,143.0,-143.0,14.764000000000001,13.583,13.234000000000002,0.25,,,0.196,0.038,-0.038,0.0172,,,,44.552169,0.000812,-0.000812,,,
1025,Kepler-85,b,2012,290.973429,45.290318,,,,,1,,4,0,1,Kepler,,,,,,,,0.89,0.13,-0.13,5436.0,100.0,-100.0,14.779000000000002,13.552,13.192,,,,0.17600000000000002,0.009000000000000001,-0.009000000000000001,0.0143,,,,8.306,,,,,
1026,Kepler-85,c,2012,290.973429,45.290318,,,,,1,,4,0,1,Kepler,,,,,,,,0.89,0.13,-0.13,5436.0,100.0,-100.0,14.779000000000002,13.552,13.192,,,,0.19399999999999998,0.009000000000000001,-0.009000000000000001,0.066,0.02,-0.018,,12.513,,,,,
1027,Kepler-85,d,2014,290.973429,45.290318,,2454968.53773,0.0095,-0.0095,1,0.1879,4,0,1,Kepler,,,,,,,,0.89,0.13,-0.13,5436.0,100.0,-100.0,14.779000000000002,13.552,13.192,0.13,,,0.107,0.017,-0.017,0.00588,,,,17.91323,0.000266,-0.000266,,,
1028,Kepler-85,e,2014,290.973429,45.290318,,2454985.68815,0.01695,-0.01695,1,0.1701,4,0,1,Kepler,,,,,,,,0.89,0.13,-0.13,5436.0,100.0,-100.0,14.779000000000002,13.552,13.192,0.163,,,0.113,0.018000000000000002,-0.018000000000000002,0.0018899999999999998,0.00157,-0.00126,,25.216751,0.000718,-0.000718,,,
1029,PH2,b,2013,289.76358999999997,51.962601,0.9882,2455196.0709,,,1,0.4375,1,0,1,Kepler,89.83,0.03,-0.02,3.44,0.94,0.02,-0.02,1.0,0.05,-0.05,5629.0,42.0,-45.0,12.62,11.501,11.182,0.828,0.009,-0.009,0.903,0.05,-0.05,80.0,,,281.0,282.5255,0.001,-0.001,0.41,0.08,-0.29
1030,Kepler-87,b,2013,297.916877,46.96513,,,,,1,,2,0,1,Kepler,89.274,0.034,-0.03,238.6,1.1,0.05,-0.05,1.82,0.04,-0.04,5600.0,50.0,-50.0,14.6,13.389000000000001,13.033,0.481,0.026,-0.028,1.204,0.049,-0.049,1.02,0.028,-0.028,478.0,114.73635,0.00015,-0.00015,0.036,0.009,-0.009
1031,Kepler-87,c,2013,297.916877,46.96513,,,,,1,,2,0,1,Kepler,89.588,0.031,-0.027000000000000003,223.2,1.1,0.05,-0.05,1.82,0.04,-0.04,5600.0,50.0,-50.0,14.6,13.389000000000001,13.033,0.676,0.037,-0.04,0.5479999999999999,0.026000000000000002,-0.026000000000000002,0.02,0.003,-0.003,403.0,191.2318,0.0015,-0.0015,0.039,0.012,-0.012
1032,KOI-142,b,2013,291.148088,40.669407,,2454954.62702,,,1,0.1367,2,0,1,Kepler,89.055,0.07400000000000001,-0.07,90.59,0.96,0.04,-0.05,0.88,0.03,-0.04,5471.0,50.0,-50.0,13.11,11.882,11.517000000000001,,,,0.337,0.035,-0.032,0.027,0.008,-0.008,,10.95416,0.00011,-0.00013,0.055929999999999994,0.00047000000000000004,-0.00031
1034,KOI-94,b,2013,297.333057,41.891117,,2454964.6175,0.0021,-0.0021,1,,4,0,1,Kepler,89.3,0.57,-0.57,,1.28,0.05,-0.05,1.52,0.14,-0.14,6182.0,58.0,-58.0,12.205,11.218,10.957,0.05119,0.00067,-0.00067,0.153,0.013999999999999999,-0.013999999999999999,0.033,0.014,-0.014,1486.0,3.743208,1.5e-05,-1.5e-05,0.25,0.17,-0.17
1035,KOI-94,c,2013,297.333057,41.891117,,2454971.0087,0.00103,-0.00103,1,,4,0,1,Kepler,88.36,0.75,-0.75,,1.28,0.05,-0.05,1.52,0.14,-0.14,6182.0,58.0,-58.0,12.205,11.218,10.957,0.1013,0.0013,-0.0013,0.385,0.037000000000000005,-0.037000000000000005,0.049,0.018,-0.049,1012.0,10.423648,1.6e-05,-1.6e-05,0.43,0.23,-0.23
1036,KOI-94,d,2013,297.333057,41.891117,,2454965.74052,0.00015,-0.00015,1,,4,0,1,Kepler,89.87100000000001,0.12300000000000001,-0.12300000000000001,,1.28,0.05,-0.05,1.52,0.14,-0.14,6182.0,58.0,-58.0,12.205,11.218,10.957,0.1684,0.0022,-0.0022,1.005,0.095,-0.095,0.334,0.035,-0.035,806.0,22.342989,6.7e-06,-6.7e-06,0.022,0.038,-0.038
1037,KOI-94,e,2013,297.333057,41.891117,,2454994.2379,0.0012,-0.0012,1,,4,0,1,Kepler,89.76,0.15,-0.15,,1.28,0.05,-0.05,1.52,0.14,-0.14,6182.0,58.0,-58.0,12.205,11.218,10.957,0.3046,0.004,-0.004,0.585,0.055,-0.055,0.11,0.057,-0.088,584.0,54.32031,0.00012,-0.00012,0.019,0.23,-0.23
1038,Kepler-128,b,2013,282.492224,43.980213,,,,,1,,2,0,1,Kepler,,,,,1.2,,,1.55,,,6090.0,,,11.39,10.373,10.094,0.1264,,,0.10099999999999999,0.003,-0.003,0.097,0.019,-0.019,970.0,15.09,,,,,
1039,Kepler-128,c,2013,282.492224,43.980213,,,,,1,,2,0,1,Kepler,,,,,1.2,,,1.55,,,6090.0,,,11.39,10.373,10.094,0.1664,,,0.10099999999999999,0.003,-0.003,0.105,0.01,-0.01,845.0,22.804,,,,,
1040,Kepler-129,b,2014,285.311284,47.848595,,2455009.82166,0.00228,-0.00228,1,0.3032,2,0,1,Kepler,,,,,,,,1.64,0.05,-0.05,5770.0,83.0,-83.0,11.696,10.6,10.325,0.131,,,0.21100000000000002,0.019,-0.019,0.0195,,,,15.79186,6.8e-05,-6.8e-05,0.01,0.24,-0.01
1041,Kepler-129,c,2014,285.311284,47.848595,,2455041.78963,0.0047799999999999995,-0.0047799999999999995,1,0.4404,2,0,1,Kepler,,,,,,,,1.64,0.05,-0.05,5770.0,83.0,-83.0,11.696,10.6,10.325,0.393,,,0.22699999999999998,0.009000000000000001,-0.009000000000000001,0.0221,,,,82.20017,0.00068,-0.00068,0.2,0.15,-0.2
1042,Kepler-130,b,2014,288.450665,40.245305,,2454972.06666,0.0026899999999999997,-0.0026899999999999997,1,0.1353,3,0,1,Kepler,,,,,,,,1.13,0.03,-0.03,5884.0,75.0,-75.0,11.529000000000002,10.81,10.529000000000002,0.079,,,0.091,0.004,-0.004,0.00328,,,,8.457458,3.9e-05,-3.9e-05,0.15,0.14,-0.15
1043,Kepler-130,c,2014,288.450665,40.245305,0.064,2455015.1039,,,1,0.2542,3,0,1,Kepler,89.34,0.66,-0.31,0.0,,,,1.13,0.03,-0.03,5884.0,75.0,-75.0,11.529000000000002,10.81,10.529000000000002,0.178,0.005,-0.005,0.259,0.022000000000000002,-0.022000000000000002,0.0275,,,683.0,27.50868,6e-05,-7e-05,0.0,0.07,0.0
1044,Kepler-130,d,2014,288.450665,40.245305,,2455034.15805,0.0046700000000000005,-0.0046700000000000005,1,0.076,3,0,1,Kepler,,,,,,,,1.13,0.03,-0.03,5884.0,75.0,-75.0,11.529000000000002,10.81,10.529000000000002,0.377,,,0.146,0.013999999999999999,-0.013999999999999999,0.0105,,,,87.517905,0.000744,-0.000744,0.8,0.09,-0.4
1045,Kepler-131,b,2014,288.530825,40.942304,,2455003.59795,,,1,,2,0,1,Kepler,,,,,1.02,0.06,-0.06,1.03,0.1,-0.1,5685.0,74.0,-74.0,11.525,10.418,10.127,,,,0.215,0.018000000000000002,-0.018000000000000002,0.051,0.011,-0.011,,16.092,,,,,
1046,Kepler-131,c,2014,288.530825,40.942304,,2454987.42342,,,1,,2,0,1,Kepler,,,,,1.02,0.06,-0.06,1.03,0.1,-0.1,5685.0,74.0,-74.0,11.525,10.418,10.127,,,,0.075,0.006,-0.006,0.026,0.019,-0.019,,25.5169,,,,,
1047,Kepler-132,b,2014,283.23581,41.343037,,2455001.86198,0.0019,-0.0019,1,0.136,4,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.067,,,0.10800000000000001,0.021,-0.021,0.00606,,,1194.0,6.178196,2.2e-05,-2.2e-05,,,
1048,Kepler-132,c,2014,283.23581,41.343037,,2455002.63908,0.00185,-0.00185,1,0.1375,4,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.068,,,0.114,0.022000000000000002,-0.022000000000000002,0.00687,,,1179.0,6.414914,1.9e-05,-1.9e-05,,,
1049,Kepler-132,d,2014,283.23581,41.343037,,2455012.42116,0.00212,-0.00212,1,0.1213,4,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.136,,,0.138,0.027000000000000003,-0.027000000000000003,0.00951,,,836.0,18.010199,6.7e-05,-6.7e-05,,,
1050,Kepler-133,b,2014,297.27797599999997,48.320328,,2454958.97047,0.00275,-0.00275,1,0.0863,2,0,1,Kepler,,,,,,,,1.43,0.24,-0.24,5736.0,100.0,-100.0,12.847999999999999,11.68,11.399000000000001,0.083,,,0.157,0.027000000000000003,-0.027000000000000003,0.0118,,,,8.129976,3.8e-05,-3.8e-05,,,
1051,Kepler-133,c,2014,297.27797599999997,48.320328,,2455018.15322,0.00266,-0.00266,1,0.3235,2,0,1,Kepler,,,,,,,,1.43,0.24,-0.24,5736.0,100.0,-100.0,12.847999999999999,11.68,11.399000000000001,0.204,,,0.253,0.043,-0.043,0.0266,,,,31.517586,0.000158,-0.000158,,,
1052,Kepler-134,b,2014,284.739001,49.598396,,2455004.87608,0.0007700000000000001,-0.0007700000000000001,1,0.1209,2,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,5983.0,150.0,-150.0,12.324000000000002,11.26,10.984000000000002,0.06,,,0.17800000000000002,0.035,-0.035,0.0147,,,,5.317429,8e-06,-8e-06,,,
1053,Kepler-134,c,2014,284.739001,49.598396,,2454968.50716,0.00296,-0.00296,1,0.0858,2,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,5983.0,150.0,-150.0,12.324000000000002,11.26,10.984000000000002,0.092,,,0.11199999999999999,0.022000000000000002,-0.022000000000000002,0.006690000000000001,,,,10.105785,5.3e-05,-5.3e-05,,,
1054,Kepler-135,b,2014,290.495129,38.795481,,2455004.71611,0.00144,-0.00144,1,0.1647,2,0,1,Kepler,,,,,,,,1.27,0.24,-0.24,6090.0,120.0,-120.0,12.73,11.722000000000001,11.508,0.067,,,0.161,0.031,-0.031,0.0124,,,,6.00253,1.6e-05,-1.6e-05,,,
1055,Kepler-135,c,2014,290.495129,38.795481,,2454974.38697,0.0069299999999999995,-0.0069299999999999995,1,0.2103,2,0,1,Kepler,,,,,,,,1.27,0.24,-0.24,6090.0,120.0,-120.0,12.73,11.722000000000001,11.508,0.103,,,0.10300000000000001,0.021,-0.021,0.00521,,,,11.448708,0.000145,-0.000145,,,
1062,HD 17156,b,2007,42.435364,71.753235,0.53,,,,1,,1,0,0,Subaru Telescope,87.82,0.17,-0.17,,1.41,0.12,-0.12,1.55,0.04,-0.04,6040.0,24.0,-24.0,8.172,7.08,6.857,0.16278,0.0007599999999999999,-0.0007599999999999999,1.1,0.03,-0.03,3.51,0.21,-0.21,883.0,21.21663,0.00045,-0.00045,0.68,0.0,0.0
1090,KELT-4 A,b,2016,157.062546,25.573189000000003,,2456190.3020099998,0.00022,-0.00022,1,0.14428,1,0,0,KELT,83.16,0.22,-0.21,,1.2,0.07,-0.06,1.6,0.04,-0.04,6206.0,75.0,-75.0,9.98,9.017000000000001,8.79,0.04317,0.00079,-0.00074,1.699,0.046,-0.045,0.902,0.06,-0.059,1823.0,2.9895932,4.9e-06,-4.9e-06,0.0,,
1091,K2-28,b,2016,335.62439,-7.955366000000001,,2456977.99012,0.00075,-0.00074,1,,1,1,0,K2,88.9,0.8,-1.2,,0.26,0.05,-0.05,0.29,0.03,-0.03,3214.0,60.0,-60.0,16.061,11.695,11.027999999999999,0.0214,0.0013,-0.0013,0.207,0.021,-0.021,0.0189,,,568.0,2.260455,4.1e-05,-4.1e-05,0.0,,
1092,K2-19,d,2016,174.96031200000002,0.603575,,2456808.9207,0.0086,-0.0086,1,0.09041669999999999,3,1,0,K2,85.83,2.97,-4.74,,0.93,0.05,-0.05,0.86,0.04,-0.04,5430.0,60.0,-60.0,13.0,11.595999999999998,11.208,0.0344,0.0006,-0.0006,0.102,0.012,-0.012,0.04405,,,1252.0,2.50856,0.00041,-0.00041,0.0,,
